ric,ticker,isin,exchange_name,coverage_role
CPRT.OQ,CPRT,US2172041061,Nasdaq Stock Exchange Global Select Market,native_equity
CPRX.OQ,CPRX,US14888U1016,NASDAQ Stock Exchange Capital Market,native_equity
CPS.N,CPS,US21676P1030,New York Stock Exchange,native_equity
CPSS.OQ,CPSS,US2105021008,NASDAQ Stock Exchange Global Market,native_equity
CPT.N,CPT,US1331311027,New York Stock Exchange,native_equity
CPTS.O,CPTS,,,native_equity
CPTS.OQ,CPTS,,,native_equity
CPWR.O^L14,CPWR,US2056381096,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
CPX.PH,CPX,,,native_equity
CPY.PH,CPY,,,native_equity
CQB.B,CQB,,,native_equity
CQB.N,CQB,,,native_equity
CQQQ.K,CQQQ,US46138E8003,NYSE Arca Consolidated,projection_only
CR.N,CR,US2244081046,New York Stock Exchange,native_equity
CRAI.OQ,CRAI,US12618T1051,Nasdaq Stock Exchange Global Select Market,native_equity
CRAY.O,CRAY,,,native_equity
CRAY.OQ,CRAY,,,native_equity
CRBG.N,CRBG,US21871X1090,New York Stock Exchange,native_equity
CRBP.OQ,CRBP,US21833P3010,NASDAQ Stock Exchange Capital Market,native_equity
CRBU.OQ,CRBU,US1420381089,Nasdaq Stock Exchange Global Select Market,native_equity
CRC.N,CRC,US13057Q3056,New York Stock Exchange,native_equity
CRCT.OQ,CRCT,US22658D1000,Nasdaq Stock Exchange Global Select Market,native_equity
CRDA.N,CRD.A,US2246332066,New York Stock Exchange,native_equity
CRDB,CRDB,TZ1996100305,New York Consolidated,native_equity
CRDB.N,CRD.B,US2246331076,New York Stock Exchange,native_equity
CRDF.OQ,CRDF,US14147L1089,NASDAQ Stock Exchange Capital Market,native_equity
CRDO.OQ,CRDO,KYG254571055,Nasdaq Stock Exchange Global Select Market,native_equity
CRGY.N,CRGY,US44952J1043,New York Stock Exchange,native_equity
CRI.N,CRI,US1462291097,New York Stock Exchange,native_equity
CRIS.OQ,CRIS,US2312693094,NASDAQ Stock Exchange Capital Market,native_equity
CRK.N,CRK,US2057683029,New York Stock Exchange,native_equity
CRL.N,CRL,US1598641074,New York Stock Exchange,native_equity
CRM.N,CRM,US79466L3024,New York Stock Exchange,native_equity
CRMD.OQ,CRMD,US21900C3088,NASDAQ Stock Exchange Global Market,native_equity
CRML.OQ,CRML,VGG2662B1031,NASDAQ Stock Exchange Global Market,native_equity
CRMT.OQ,CRMT,US03062T1051,Nasdaq Stock Exchange Global Select Market,native_equity
CRN.B,CRN,,,native_equity
CRNC.OQ,CRNC,US1567271093,Nasdaq Stock Exchange Global Select Market,native_equity
CRNX.OQ,CRNX,US22663K1079,Nasdaq Stock Exchange Global Select Market,native_equity
CROX.OQ,CROX,US2270461096,Nasdaq Stock Exchange Global Select Market,native_equity
CRR.C,CRR,,,native_equity
CRR.N^L19,CRR,US1407811058,New York Stock Exchange,native_equity
CRRC.OQ,CRRC,,,native_equity
CRS.N,CRS,US1442851036,New York Stock Exchange,native_equity
CRSP.OQ,CRSP,CH0334081137,NASDAQ Stock Exchange Global Market,native_equity
CRSR.O,CRSR,US22041X1028,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
CRTX.OQ,CRTX,,,native_equity
CRUS.OQ,CRUS,US1727551004,Nasdaq Stock Exchange Global Select Market,native_equity
CRUSDE.INS,CRUSDE,,,native_equity
CRVL.OQ,CRVL,US2210061097,Nasdaq Stock Exchange Global Select Market,native_equity
CRVS.OQ,CRVS,US2210151005,NASDAQ Stock Exchange Global Market,native_equity
CRWD.OQ,CRWD,US22788C1053,Nasdaq Stock Exchange Global Select Market,native_equity
CRWN.O,CRWN,,,native_equity
CRWN.OQ,CRWN,,,native_equity
CRWV.OQ,CRWV,US21873S1087,Nasdaq Stock Exchange Global Select Market,native_equity
CRZ.PH,CRZ,,,native_equity
CRZON.BCU,CRZON,US1445771033,BATS Europe,native_equity
CSCD.OQ,CSCD,,,native_equity
CSCO.OQ,CSCO,US17275R1023,Nasdaq Stock Exchange Global Select Market,native_equity
CSFL.OQ,CSFL,,,native_equity
CSGP.OQ,CSGP,US22160N1090,Nasdaq Stock Exchange Global Select Market,native_equity
CSGS.OQ,CSGS,US1263491094,Nasdaq Stock Exchange Global Select Market,native_equity
CSK.B,CSK,,,native_equity
CSL.N,CSL,US1423391002,New York Stock Exchange,native_equity
CSPI.OQ,CSPI,US1263891053,NASDAQ Stock Exchange Global Market,native_equity
CSR.N,CSR,US15202L1070,New York Stock Exchange,native_equity
CSS.B,CSS,,,native_equity
CSS.N,CSS,,,native_equity
CSSEQ.PK,CSSEQ,US16842Q1004,USA Pink Sheets,native_equity
CST.N,CST,,,native_equity
CSTE.OQ,CSTE,IL0011259137,Nasdaq Stock Exchange Global Select Market,native_equity
CSTL.OQ,CSTL,US14843C1053,NASDAQ Stock Exchange Global Market,native_equity
CSTM.N,CSTM,FR0013467479,New York Stock Exchange,native_equity
CSV.N,CSV,US1439051079,New York Stock Exchange,native_equity
CSW.N,CSW,US1264021064,New York Stock Exchange,native_equity
CSWC.OQ,CSWC,US1405011073,Nasdaq Stock Exchange Global Select Market,native_equity
CSX.II,CSX,US126410ER69,,native_equity
CSX.OQ,CSX,US1264081035,Nasdaq Stock Exchange Global Select Market,native_equity
CTA.L,CTA,GB00BMHYGR77,London Stock Exchange,projection_only
CTAP.K,CTAP,US82889N2282,NYSE Arca Consolidated,projection_only
CTAS.OQ,CTAS,US1729081059,Nasdaq Stock Exchange Global Select Market,native_equity
CTB.II,CTB,,,native_equity
CTBI.OQ,CTBI,US2041491083,Nasdaq Stock Exchange Global Select Market,native_equity
CTBK.O,CTBK,,,native_equity
CTCI.OQ,CTCI,,,native_equity
CTCT.OQ,CTCT,,,native_equity
CTEV.N,CTEV,US62548M2098,New York Stock Exchange,native_equity
CTGO.A,CTGO,US21077F1003,American Stock Exchange,native_equity
CTKB.OQ,CTKB,US23285D1090,Nasdaq Stock Exchange Global Select Market,native_equity
CTL.II,CTL,,,native_equity
CTLP.OQ,CTLP,US1381031061,Nasdaq Stock Exchange Global Select Market,native_equity
CTLT.MX,CTLT*,US1488061029,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
CTMX.OQ,CTMX,US23284F1057,Nasdaq Stock Exchange Global Select Market,native_equity
CTO.N,CTO,US22948Q1013,New York Stock Exchange,native_equity
CTOS.N,CTOS,US23204X1037,New York Stock Exchange,native_equity
CTRA.K,CTRA,US1270971039,New York Consolidated,native_equity
CTRC.OQ,CTRC,,,native_equity
CTRE.N,CTRE,US14174T1079,New York Stock Exchange,native_equity
CTRI.N,CTRI,US1559231055,New York Stock Exchange,native_equity
CTRN.OQ,CTRN,US17306X1028,Nasdaq Stock Exchange Global Select Market,native_equity
CTS.N,CTS,US1265011056,New York Stock Exchange,native_equity
CTSH.OQ,CTSH,US1924461023,Nasdaq Stock Exchange Global Select Market,native_equity
CTSHF.INS,CTSHF,,,native_equity
CTSO.OQ,CTSO,US23283X2062,NASDAQ Stock Exchange Capital Market,native_equity
CTV^A11,CTV,US2033721075,New York Consolidated,native_equity
CTX.II,CTX,,,native_equity
CTXR.OQ,CTXR,US17322U3068,NASDAQ Stock Exchange Capital Market,native_equity
CTXS.O^J22,CTXS,US1773761002,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
CUBE.N,CUBE,US2296631094,New York Stock Exchange,native_equity
CUBI.N,CUBI,US23204G1004,New York Stock Exchange,native_equity
CUE.OQ,CUE,US22978P1066,NASDAQ Stock Exchange Capital Market,native_equity
CULP.N,CULP,US2302151053,NASDAQ Stock Exchange Capital Market,native_equity
CUNB.OQ,CUNB,,,native_equity
CURB.N,CURB,US23128Q1013,New York Stock Exchange,native_equity
CURI.OQ,CURI,US23130Q1076,NASDAQ Stock Exchange Capital Market,native_equity
CURV.N,CURV,US89142B1070,New York Stock Exchange,native_equity
CUZ.N,CUZ,US2227955026,New York Stock Exchange,native_equity
CV.OQ,CV,US1409351079,NASDAQ Stock Exchange Capital Market,native_equity
CVBF.OQ,CVBF,US1266001056,Nasdaq Stock Exchange Global Select Market,native_equity
CVC.N,CVC,,,native_equity
CVCO.OQ,CVCO,US1495681074,Nasdaq Stock Exchange Global Select Market,native_equity
CVD.N,CVD,,,native_equity
CVEO.N,CVEO,CA17878Y2078,New York Stock Exchange,native_equity
CVG.II,CVG,,,native_equity
CVGI.OQ,CVGI,US2026081057,Nasdaq Stock Exchange Global Select Market,native_equity
CVGW.OQ,CVGW,US1282461052,Nasdaq Stock Exchange Global Select Market,native_equity
CVG^J18,CVG^J18,US2124851062,New York Consolidated,native_equity
CVH.II,CVH,,,native_equity
CVH^E13,CVH,US2228621049,New York Consolidated,native_equity
CVI.N,CVI,US12662P1084,New York Stock Exchange,native_equity
CVIA.N,CVIA,,,native_equity
CVLG.N,CVLG,US22284P1057,New York Stock Exchange,native_equity
CVLT.OQ,CVLT,US2041661024,Nasdaq Stock Exchange Global Select Market,native_equity
CVM.A,CVM,US1508377066,American Stock Exchange,native_equity
CVNA.N,CVNA,US1468691027,New York Stock Exchange,native_equity
CVNS.OQ,CVNS,,,native_equity
CVRX.OQ,CVRX,US1266381052,Nasdaq Stock Exchange Global Select Market,native_equity
CVS.II,CVS,,,native_equity
CVS.N,CVS,US1266501006,New York Stock Exchange,native_equity
CVSA.N,CVSA,US00737L1035,New York Stock Exchange,native_equity
CVT.N,CVT,,,native_equity
CVTXDE.INS,CVTXDE,,,native_equity
CVU,CVU,US1259193084,AMEX Consolidated,native_equity
CVX.II,CVX,,,native_equity
CVX.N,CVX,US1667641005,New York Stock Exchange,native_equity
CW.N,CW,US2315611010,New York Stock Exchange,native_equity
CWAN.N,CWAN,US1851231068,New York Stock Exchange,native_equity
CWB,CWB,US78464A3591,NYSE Arca Consolidated,projection_only
CWBC.OQ,CWBC,US2039371073,NASDAQ Stock Exchange Capital Market,native_equity
CWCO.OQ,CWCO,KYG237731073,Nasdaq Stock Exchange Global Select Market,native_equity
CWEI.N,CWEI,,,native_equity
CWEN.N,CWEN,US18539C2044,New York Stock Exchange,native_equity
CWENA.N,CWEN.A,US18539C1053,New York Stock Exchange,native_equity
CWH.N,CWH,US13462K1097,New York Stock Exchange,native_equity
CWK.N,CWK,BMG2717C1064,New York Stock Exchange,native_equity
CWST.OQ,CWST,US1474481041,Nasdaq Stock Exchange Global Select Market,native_equity
CWT.N,CWT,US1307881029,New York Stock Exchange,native_equity
CXDO.OQ,CXDO,US2265521078,NASDAQ Stock Exchange Capital Market,native_equity
CXM.N,CXM,US85208T1079,New York Stock Exchange,native_equity
CXO^A21,CXO^A21,US20605P1012,New York Consolidated,native_equity
CXPO.OQ,CXPO,,,native_equity
CXR.B,CXR,,,native_equity
CXS.N,CXS,,,native_equity
CXT.N,CXT,US2244411052,New York Stock Exchange,native_equity
CXW.N,CXW,US21871N1019,New York Stock Exchange,native_equity
CYBS.O,CYBS,,,native_equity
CYBX.O,CYBX,,,native_equity
CYBX.OQ,CYBX,,,native_equity
CYCN.OQ,CYCN,US23255M2044,NASDAQ Stock Exchange Capital Market,native_equity
CYH.N,CYH,US2036681086,New York Stock Exchange,native_equity
CYMIDE.INS,CYMIDE,,,native_equity
CYN.BCU,CYN,US2328061096,BATS Europe,native_equity
CYN.N,CYN,US23257B3050,New York Stock Exchange,native_equity
CYNO.O,CYNO,,,native_equity
CYNO.OQ,CYNO,,,native_equity
CYRX.OQ,CYRX,US2290503075,NASDAQ Stock Exchange Capital Market,native_equity
CYT.N,CYT,US23284P1030,New York Stock Exchange,native_equity
CYTK.OQ,CYTK,US23282W6057,Nasdaq Stock Exchange Global Select Market,native_equity
CYTR.OQ,CYTR,,,native_equity
CYTR.P,CYTR,,,native_equity
CZFS.OQ,CZFS,US1746151042,NASDAQ Stock Exchange Capital Market,native_equity
CZN.II,CZN,,,native_equity
CZNC.OQ,CZNC,US1729221069,NASDAQ Stock Exchange Capital Market,native_equity
CZR.OQ,CZR,US12769G1004,Nasdaq Stock Exchange Global Select Market,native_equity
CZRN.BCU,CZRN,US1276861036,BATS Europe,native_equity
CZWI.OQ,CZWI,US1749031043,NASDAQ Stock Exchange Global Market,native_equity
D.II,D,,,native_equity
D.N,D,US25746U1097,New York Stock Exchange,native_equity
DAKT.OQ,DAKT,US2342641097,Nasdaq Stock Exchange Global Select Market,native_equity
DAL.N,DAL,US2473617023,New York Stock Exchange,native_equity
DAN.N,DAN,US2358252052,New York Stock Exchange,native_equity
DAR.N,DAR,US2372661015,New York Stock Exchange,native_equity
DASH.OQ,DASH,US25809K1051,Nasdaq Stock Exchange Global Select Market,native_equity
DAVE.OQ,DAVE,US23834J2015,NASDAQ Stock Exchange Global Market,native_equity
DAWN.OQ,DAWN,US23954D1090,Nasdaq Stock Exchange Global Select Market,native_equity
DBC,DBC,US46138B1035,NYSE Arca Consolidated,projection_only
DBD.N,DBD,US2536512021,New York Stock Exchange,native_equity
DBD.N^F23,DBD,US2536511031,New York Stock Exchange,native_equity
DBEH.MP^I24,DBEH,US53700T8356,MIAX Pearl for NYSE/Cboe BZX (MPE),projection_only
DBI.N,DBI,US2505651081,New York Stock Exchange,native_equity
DBMF.K,DBMF,US53700T8273,NYSE Arca Consolidated,projection_only
DBRG.N,DBRG,US25401T6038,New York Stock Exchange,native_equity
DBTK.O,DBTK,,,native_equity
DBX.OQ,DBX,US26210C1045,Nasdaq Stock Exchange Global Select Market,native_equity
DC.A,DC,US46655E1001,American Stock Exchange,native_equity
DCEL.P,DCEL,,,native_equity
DCGO.OQ,DCGO,US2560861096,NASDAQ Stock Exchange Capital Market,native_equity
DCH.N,DCH,US0240611030,New York Stock Exchange,native_equity
DCI.N,DCI,US2576511099,New York Stock Exchange,native_equity
DCO.N,DCO,US2641471097,New York Stock Exchange,native_equity
DCOM.OQ,DCOM,US25432X1028,Nasdaq Stock Exchange Global Select Market,native_equity
DCPHN.BCU,DCPHN,US24344T1016,BATS Europe,native_equity
DCTH.OQ,DCTH,US24661P8077,NASDAQ Stock Exchange Capital Market,native_equity
DD.N,DD,US26614N1028,New York Stock Exchange,native_equity
DDD.N,DDD,US88554D2053,New York Stock Exchange,native_equity
DDE.C,DDE,,,native_equity
DDOG.OQ,DDOG,US23804L1035,Nasdaq Stock Exchange Global Select Market,native_equity
DDR.II,DDR,,,native_equity
DDS.II,DDS,,,native_equity
DDS.N,DDS,US2540671011,New York Stock Exchange,native_equity
DE.II,DE,,,native_equity
DE.N,DE,US2441991054,New York Stock Exchange,native_equity
DE8F.TRE,DE8F,US24869P1049,London Stock Exchange,native_equity
DEA.N,DEA,US27616P3010,New York Stock Exchange,native_equity
DEC,DEC,US25520W1071,New York Consolidated,native_equity
DECK.N,DECK,US2435371073,New York Stock Exchange,native_equity
DEEP.OQ,DEEP,,,native_equity
DEI.N,DEI,US25960P1093,New York Stock Exchange,native_equity
DELL.N,DELL,US24703L2025,New York Stock Exchange,native_equity
DELL.O^J13,DELL,US24702R1014,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DERM.OQ,DERM,US48115J1097,NASDAQ Stock Exchange Capital Market,native_equity
DF.II,DF,,,native_equity
DF.N,DF,,,native_equity
DFAT.K,DFAT,US25434V6092,NYSE Arca Consolidated,projection_only
DFC.OQ,DFC,,,native_equity
DFH.N,DFH,US26154D1000,New York Stock Exchange,native_equity
DFIN.N,DFIN,US25787G1004,New York Stock Exchange,native_equity
DFRG.OQ,DFRG,,,native_equity
DFS.MX,DFS*,US2547091080,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
DFT.N,DFT,,,native_equity
DFTX.OQ,DFTX,CA24477V1058,Nasdaq Stock Exchange Global Select Market,native_equity
DFZ.OQ,DFZ,,,native_equity
DG.N,DG,US2566771059,New York Stock Exchange,native_equity
DGAS.O^I17,DGAS,US2477481061,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DGI.N,DGI,,,native_equity
DGICA.OQ,DGICA,US2577012014,Nasdaq Stock Exchange Global Select Market,native_equity
DGII.OQ,DGII,US2537981027,Nasdaq Stock Exchange Global Select Market,native_equity
DGIT.O,DGIT,,,native_equity
DGIT.OQ,DGIT,,,native_equity
DGRO.P,DGRO,US46434V6213,NYSE Arca,projection_only
DGX.II,DGX,,,native_equity
DGX.N,DGX,US74834L1008,New York Stock Exchange,native_equity
DH.OQ,DH,US24477E1038,Nasdaq Stock Exchange Global Select Market,native_equity
DHC.OQ,DHC,US25525P1075,Nasdaq Stock Exchange Global Select Market,native_equity
DHI.II,DHI,,,native_equity
DHI.N,DHI,US23331A1097,New York Stock Exchange,native_equity
DHIL.OQ,DHIL,US25264R2076,Nasdaq Stock Exchange Global Select Market,native_equity
DHR.II,DHR,,,native_equity
DHR.N,DHR,US2358511028,New York Stock Exchange,native_equity
DHT.N,DHT,MHY2065G1219,New York Stock Exchange,native_equity
DHX.N,DHX,US23331S1006,New York Stock Exchange,native_equity
DIBS.OQ,DIBS,US3205511047,NASDAQ Stock Exchange Global Market,native_equity
DIGE.OQ,DIGE,,,native_equity
DIN.N,DIN,US2544231069,New York Stock Exchange,native_equity
DINO.N,DINO,US4039491000,New York Stock Exchange,native_equity
DIOD.OQ,DIOD,US2545431015,Nasdaq Stock Exchange Global Select Market,native_equity
DIS.N,DIS,US2546871060,New York Stock Exchange,native_equity
DISCK.O^D22,DISCK,US25470F3029,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DISH.O^A24,DISH,US25470M1099,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DIVX.OQ,DIVX,,,native_equity
DJCO.OQ,DJCO,US2339121046,NASDAQ Stock Exchange Capital Market,native_equity
DJO.C,DJO,,,native_equity
DK.N,DK,US24665A1034,New York Stock Exchange,native_equity
DKNG.OQ,DKNG,US26142V1052,Nasdaq Stock Exchange Global Select Market,native_equity
DKS.N,DKS,US2533931026,New York Stock Exchange,native_equity
DLAPQ.PK,DLAPQ,US2473681037,USA Pink Sheets,native_equity
DLB.N,DLB,US25659T1079,New York Stock Exchange,native_equity
DLR.N,DLR,US2538681030,New York Stock Exchange,native_equity
DLTH.OQ,DLTH,US26443V1017,Nasdaq Stock Exchange Global Select Market,native_equity
DLTR.OQ,DLTR,US2567461080,Nasdaq Stock Exchange Global Select Market,native_equity
DLX.N,DLX,US2480191012,New York Stock Exchange,native_equity
DM.N,DM,US25058X3035,New York Stock Exchange,native_equity
DMAC.OQ,DMAC,CA25253X2077,NASDAQ Stock Exchange Capital Market,native_equity
DMND.OQ,DMND,,,native_equity
DMRC.OQ,DMRC,US25381B1017,Nasdaq Stock Exchange Global Select Market,native_equity
DNA.N,DNA,US37611X2099,New York Stock Exchange,native_equity
DNBF.OQ,DNBF,,,native_equity
DNB^B19,DNB^B19,US26483E1001,New York Consolidated,native_equity
DNDN.OQ,DNDN,,,native_equity
DNKN.O^L20,DNKN,US2655041000,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DNLI.OQ,DNLI,US24823R1059,Nasdaq Stock Exchange Global Select Market,native_equity
DNOW.N,DNOW,US67011P1003,New York Stock Exchange,native_equity
DNR.N,DNR,,,native_equity
DNTH.OQ,DNTH,US2528281080,NASDAQ Stock Exchange Capital Market,native_equity
DNUT.OQ,DNUT,US50101L1061,Nasdaq Stock Exchange Global Select Market,native_equity
DO.N,DO,US25271C2017,New York Stock Exchange,native_equity
DOCN.N,DOCN,US25402D1028,New York Stock Exchange,native_equity
DOCS.N,DOCS,US26622P1075,New York Stock Exchange,native_equity
DOCU.OQ,DOCU,US2561631068,Nasdaq Stock Exchange Global Select Market,native_equity
DOLE.N,DOLE,IE0003LFZ4U7,New York Stock Exchange,native_equity
DOMO.OQ,DOMO,US2575541055,NASDAQ Stock Exchange Global Market,native_equity
DORM.OQ,DORM,US2582781009,Nasdaq Stock Exchange Global Select Market,native_equity
DOUG.N,DOUG,US25961D1054,New York Stock Exchange,native_equity
DOV.II,DOV,,,native_equity
DOV.N,DOV,US2600031080,New York Stock Exchange,native_equity
DOW.N,DOW,US2605571031,New York Stock Exchange,native_equity
DPLO.N,DPLO,,,native_equity
DPL^K11,DPL,US2332931094,New York Consolidated,native_equity
DPZ.O,DPZ,US25754A2015,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DR.B,DR,,,native_equity
DRA.PH,DRA,,,native_equity
DRC.N,DRC,,,native_equity
DRH.OQ,DRH,US2527843013,Nasdaq Stock Exchange Global Select Market,native_equity
DRI.N,DRI,US2371941053,New York Stock Exchange,native_equity
DRII.N,DRII,,,native_equity
DRIO.OQ,DRIO,US23725P3082,NASDAQ Stock Exchange Capital Market,native_equity
DRIV.O^B15,DRIV,US25388B1044,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
DRL.N,DRL,,,native_equity
DRUG.CD,DRUG,CA10919W4056,Canadian Trading and Quotation System Inc,native_equity
DRVN.OQ,DRVN,US26210V1026,Nasdaq Stock Exchange Global Select Market,native_equity
DSCI.OQ,DSCI,,,native_equity
DSGN.OQ,DSGN,US25056L1035,Nasdaq Stock Exchange Global Select Market,native_equity
DSGR.OQ,DSGR,US5207761058,Nasdaq Stock Exchange Global Select Market,native_equity
DSP.OQ,DSP,US92557A1016,Nasdaq Stock Exchange Global Select Market,native_equity
DST^D18,DST^D18,US2333261079,New York Consolidated,native_equity
DT.N,DT,US2681501092,New York Stock Exchange,native_equity
DTE.II,DTE,,,native_equity
DTE.N,DTE,US2333311072,New York Stock Exchange,native_equity
DTG.N,DTG,US2333318184,New York Stock Exchange,native_equity
DTIL.OQ,DTIL,US74019P2074,NASDAQ Stock Exchange Capital Market,native_equity
DTLK.OQ,DTLK,,,native_equity
DTM.N,DTM,US23345M1071,New York Stock Exchange,native_equity
DTPI.O,DTPI,,,native_equity
DTSI.OQ,DTSI,,,native_equity
DTV.N,DTV,US2333318838,,native_equity
DTV.OQ,DTV,,,native_equity
DUK.N,DUK,US26441C2044,New York Stock Exchange,native_equity
DUOL.OQ,DUOL,US26603R1068,Nasdaq Stock Exchange Global Select Market,native_equity
DURF.TPRM,DURF,US2644115055,TPICAP,native_equity
